TaxId	GenomeSize(Mb)
2070337	3.74212
2058624	4.31243
394935	5.14897
1588	2.76967
1806508	5.03397
669359	4.26342
2592816	5.98244
1354	2.84176
715	2.27448
190148	8.37772
1578165	5.00293
875328	4.65303
1824	6.95481
1432056	2.39345
2364272	6.27963
2116	1.23686
187493	3.87844
1297617	3.22451
274537	2.79728
571913	5.42091
1941349	3.12779
2282738	8.45485
1452	4.12942
951	0.859006
1149953	3.30727
418699	4.4139
742013	6.47613
762	2.23048
1632865	4.85334
2527990	7.3813
2697033	1.97589
2018067	6.21891
1570	4.17177
365349	5.03362
361183	2.78626
2005469	8.23273
68570	9.3724
1804624	2.9653
1914861	4.80886
28199	3.19224
1689	2.56425
2094119	5.60763
915	2.73621
381	6.83521
314282	3.86157
395598	6.25675
191610	2.35945
466153	9.74184
1433126	3.14923
1641	2.66094
203907	0.705557
959	3.77625
28084	3.71565
930166	6.73854
2528018	7.71853
2212991	2.78045
1785995	1.5628
1592106	6.40558
1603606	3.95862
2675219	2.47337
564	4.77254
2493681	6.63908
1186051	0.632588
61651	5.23131
1642299	8.27859
128	5.5293
39765	2.42773
2697569	4.47311
326320	3.25677
1637831	7.63734
1471	3.49242
554	4.82476
1296	2.81621
187303	3.64463
53413	5.00485
44008	2.33934
1761794	4.12641
946334	9.29389
2151	0.800236
2565782	3.01108
1806891	1.16266
298657	4.85673
413889	2.84379
2072408	4.37199
405212	3.12405
212765	5.94038
1640	2.86967
1259973	5.7852
1176533	2.9174
93064	4.83016
2124	0.720936
182640	7.57949
693075	1.00668
1869170	6.27963
2173034	3.51888
29449	6.61893
236753	1.78589
1598147	3.51533
1492737	4.36229
1971488	0.226299
1397	5.1752
2033033	4.63858
1545835	2.26663
192421	3.25164
260714	1.46521
39956	5.27365
770	1.17463
223919	5.85999
1493	5.19263
1679001	2.55408
89184	4.54183
1796921	4.17503
729	2.00117
1618022	7.339908
450367	5.4794
1108595	4.9633
1703343	3.29399
1914410	1.07984
1522	4.52509
614	5.31677
171632	0.702511
632773	3.58227
652764	6.68344
359110	6.60121
82633	6.8268
60519	1.82062
2686362	4.94575
291990	2.28003
1912795	2.20783
1636608	4.63858
1295609	1.3506
1965231	1.68298
897	4.4292
2489595	4.60634
1653479	5.91918
129921	9.24581
2584466	6.63908
78259	1.80093
396595	2.82028
1961713	8.19266
2560010	3.6908
48074	4.19587
749	2.25747
136073	5.16599
351091	2.93611
387093	1.90487
483937	7.39436
1500254	4.06867
1636152	5.10502
1520	6.14007
2589075	8.04721
2602015	5.89412
273384	4.12822
404011	5.39648
1561022	8.19266
50052	0.934379
935293	4.24938
2580515	5.5676
817	5.27083
28109	4.27478
1795630	3.69268
53358	4.02471
155866	1.65878
36745	6.66645
37482	3.32432
2382165	7.93144
1911587	3.96035
1126	4.97451
292414	4.51184
33056	0.821872
361111	3.36558
2095	1.01718
186192	2.26917
34038	5.4489
145458	2.31135
1199245	1.44114
2602067	3.21204
1652495	3.21729
864702	5.53049
1710	4.29161
1332080	4.69349
1173273	6.21891
133453	5.14487
1646498	3.44947
947515	4.07414
1805827	5.91918
79967	4.07285
2358187	4.40236
2583584	2.04531
994695	0.82214
2567881	3.56134
538381	5.00904
2077148	5.12288
34021	1.20888
768490	5.30839
2060307	3.01142
265960	3.71664
92942	9.01281
1809	5.62518
2070348	3.49941
2528020	4.29117
57372	0.72585
1173026	4.02511
2605424	6.21891
1505	3.51091
2170745	2.49854
45658	4.89018
217204	6.44444
380	6.85748
132919	9.72711
1714860	5.96923
46234	5.43179
2694930	4.34462
1124597	4.71958
44251	5.57548
82983	5.0118
1092	2.20219
2071621	4.18089
2590022	2.29229
2590015	4.80881
106590	7.41668
1823759	3.07922
1674146	1.3068
47735	2.40311
2572923	4.33261
404589	4.69564
1520670	4.99449
859	2.20183
2093834	5.04024
254246	2.57713
2527988	7.74227
216933	1.12332
1513	2.83879
1563	5.86308
2527992	7.3813
1785996	2.25171
1896175	3.37186
713059	0.856991
226665	1.27847
470934	4.824
1148	3.85376
1548548	5.02589
1867846	3.2721
159743	6.0834
1778675	5.16906
539	2.24314
1705566	5.04024
2057025	8.79484
321327	2.11117
1010	4.73421
1940612	6.16526
51365	0.895832
1670800	5.32456
1763538	4.70137
2597659	5.20204
1827580	7.64103
2675222	6.93169
2079575	1.67877
1246	1.68817
269261	1.39759
2529386	5.04024
167642	2.81242
2219696	4.02999
367488	0.640442
33940	3.52546
1680	2.20301
33899	8.53688
93378	3.81165
2552766	4.22654
2003370	3.42155
1334193	4.7585
35806	4.36456
399742	4.80886
2756	2.54556
2419772	1.28921
40567	8.24814
293371	1.83886
361575	4.4549
594679	1.66153
641148	2.30292
2592652	3.8002
2487928	6.66212
2594005	3.89113
2184581	4.33959
2602769	3.98585
92644	10.7442
712357	2.25171
52022	3.39517
139208	2.43947
2583822	4.08928
36746	5.90275
1933220	5.21842
135569	2.06806
185007	3.31743
216964	1.07984
77038	1.28213
2493668	6.63908
553151	4.55064
1987580	4.03618
47421	4.70338
2149	0.847966
28264	1.98615
1920109	6.26241
53458	3.46176
1519	3.05854
2217832	5.04024
2072406	4.37199
407035	2.7569
954	1.52873
1637853	7.63734
173480	4.3761
767452	3.51021
2579791	2.11117
183795	6.2991
2163011	4.22719
2662363	1.88016
1500843	5.05645
1306519	3.85121
104336	3.59347
150340	5.08903
640030	2.42369
2603276	5.56725
1335	1.87569
151276	2.9918
301	4.82236
33992	1.30547
29498	5.34894
342950	5.21795
754409	3.13438
1542	2.50997
143	1.09502
755731	2.78045
156978	2.56546
1006155	3.40629
93973	4.90353
2681307	4.86238
60552	6.88757
2552945	3.89113
553814	4.34413
1940610	7.35467
246	4.85781
323284	4.22693
1325095	8.28158
342113	7.135
1581	2.54484
1828	5.79561
2360	2.37397
1878942	2.96308
40137	3.83977
2027919	4.877
638	4.32883
1884907	1.364
1413	4.68167
2082387	6.63908
56448	4.94365
1835254	2.02629
150123	4.26601
1795874	7.63734
94624	5.04356
2582419	2.407548
47770	2.13725
2590774	4.47311
1585976	1.99806
2527981	7.68253
712122	2.35034
39778	1.9381
93218	5.60964
85683	3.59249
304895	10.4678
1620215	2.86467
1881061	5.03406
2565914	4.80886
482462	8.08042
454	3.07536
39692	6.13611
2306165	8.19266
1299	3.28315
1168034	5.10261
1650658	2.46186
402297	3.55882
28188	2.45011
2303331	5.37334
221027	2.78645
1479019	5.56725
1837130	5.04024
202950	3.6078
538220	0.70627
1839801	2.09279
103731	9.36065
2173169	3.34759
313590	3.34759
1482074	5.44977
208216	2.90264
662548	7.01812
505249	2.86679
78331	4.39778
84757	4.66918
1917421	4.9145
1458307	3.26425
1548	5.74941
1990687	5.91918
927083	10.3273
2203205	8.19266
529	4.90444
82367	4.40938
170679	5.38687
2420305	3.44947
998844	3.11629
35841	3.82405
39766	2.20156
65123	0.623447
33010	2.54063
53946	5.47825
1848904	2.83135
2520507	4.71801
1385664	5.09266
273677	2.97401
1387353	7.6519
152268	5.40958
1821621	5.19161
1704044	4.33959
2213194	3.64451
1963032	4.04728
2100	0.837377
1628392	6.93742
150055	1.85449
2249302	2.05379
1082851	4.52291
2306583	3.86986
1812480	8.19266
1437360	9.09214
1560345	5.32294
1081866	4.7533
1705	2.73842
2527976	7.70437
29311	4.36649
2049881	8.71017
356852	6.76979
1844999	2.86147
280	4.05817
263437	1.51306
2098	0.695863
218208	6.49352
709797	4.33639
2231055	3.45222
1566358	6.66212
2666025	10.3261
2511069	2.11117
2699182	0.856991
2211211	4.40424
545619	2.96763
1914541	6.27963
173366	3.91205
400065	2.37073
2341117	4.09966
2698684	3.87282
101571	7.52741
1302411	0.334746
2654547	3.62721
176292	2.07103
1736	4.3663
803	1.58748
86665	4.20235
1920128	6.07913
629680	4.44106
2045	5.6346
111504	1.839
320324	4.22835
73141	5.01707
1229	3.52211
913	3.68152
1914	8.15932
2565559	4.37199
53558	0.832213
640511	8.42616
1396826	4.49709
1796616	3.39914
64160	1.54197
980254	8.16592
722472	7.9101
2004646	3.44947
856	3.3093
1283291	6.21891
1345	1.85982
67780	3.70614
2283194	3.38212
187491	2.50774
59737	3.38075
1881022	8.19266
2546366	4.79552
794846	6.62658
58346	8.45075
213554	4.07405
1725	2.78571
53409	5.66615
34073	7.01173
29405	5.68312
1041504	1.52978
296842	4.68887
2048897	6.27963
315405	2.258
1389713	7.17727
1965282	4.859
1784719	3.47881
1217908	4.87548
349221	2.31844
152794	3.20483
1260	1.8999
1224145	4.74446
2054	5.29896
1798222	4.04985
187327	2.23897
1985254	5.00418
434008	7.01812
100716	3.29346
2664899	6.21891
2490635	4.49273
2305221	8.19266
241244	3.26494
1842536	5.5676
568766	4.74446
1930593	1.9742
1851544	4.8481
1838286	4.19928
2597769	3.51111
1848755	1.55161
1648923	4.37657
2565556	4.17531
1353976	2.51703
229545	0.72397
575200	2.83355
125	6.1962
1662285	2.96834
2021971	2.06797
34003	4.87312
768493	5.30839
947919	7.29772
1758730	6.21891
1196095	2.8474
2067415	2.58387
152500	6.40909
2202141	4.80423
493	2.54922
1548547	4.05989
215813	4.41787
294699	3.15827
551760	4.47525
1884904	1.34461
1810	6.23575
109328	2.85336
166501	3.10158
2652307	3.31197
1239307	5.15942
451	3.27942
250	5.57064
134	4.50248
68209	7.53575
1610	2.84294
1137095	9.6636
157673	2.31408
585	4.07613
1484693	4.26485
1458492	3.89538
979	3.79507
2009331	5.04024
2144	1.1326
94	5.83009
1476	4.67419
297	2.28878
171281	1.24236
43357	9.81672
1072463	3.55565
556053	1.85174
2592353	2.23506
192073	4.54591
386490	3.59893
172045	4.28993
35	9.00359
2072409	4.37199
926	3.40277
1859	7.49793
2527982	3.48654
2587860	4.97257
2591109	4.4659
1501269	1.07631
285	5.64841
1622118	2.96698
261654	6.7586
1049	3.82684
2579935	5.1828
435	3.69077
59814	4.86966
40576	4.44764
1591088	1.82994
1426	3.9551
1583100	3.89538
59930	3.34236
818	6.35777
39694	5.92917
395922	3.75077
1349819	4.66765
1608473	3.44947
1126833	5.74997
152297	4.13154
1624	1.98355
212767	5.63949
28132	3.20537
33002	1.06142
657387	3.61446
646637	8.19266
2607663	4.71015
47883	6.72926
2059672	4.83921
2528024	6.83098
43767	5.22373
191495	6.0274
1007676	2.59056
2331	2.30926
2069255	6.66212
357808	4.64491
293089	5.64374
1827146	5.04024
28047	5.85912
386911	5.5313
1659194	6.21891
1636607	4.63858
2169539	5.11215
1605	1.86769
389348	3.03037
386891	2.18475
1653480	7.40511
285530	9.31349
214473	2.88969
47880	5.22063
60520	3.32342
1355015	7.46632
1954171	8.23273
2434	4.31761
673372	3.94055
2109685	2.14077
1609977	3.21997
1642647	4.41496
377615	4.35553
2027860	7.72056
33991	1.2798
2654284	5.37039
1239415	3.34759
2690380	1.99616
1310165	5.75905
649739	2.526493
229007	3.83634
2072410	4.37199
68895	8.48385
2734	3.51238
321846	6.16907
1938606	6.28846
2546450	4.55324
1265601	8.19266
225326	3.2025
2126553	4.38014
1173263	2.11117
2020312	6.27963
1628086	6.36805
1145276	4.63619
2583823	2.54499
35787	1.6912
412690	3.76377
1778264	0.352837
32053	2.57127
2082193	3.15128
1892855	3.12697
576611	2.19363
1945662	3.03349
2057798	2.35034
531844	2.7681
571256	5.17044
862126	7.81141
702114	5.09795
1890	8.50662
983544	3.49019
1967781	6.58294
29494	4.97674
35795	1.17284
62928	4.4139
2021862	6.81219
304378	4.02999
2185142	2.58387
656178	5.73628
1977865	0.980661
1377	2.00481
288000	8.04877
669041	2.74073
1659	2.573
1763883	4.67233
2587843	4.49273
53444	1.43161
1615494	4.78492
68179	7.888441
177758	2.08048
2663022	4.50346
2202827	6.1627
2599296	3.92851
1436290	2.99184
2571749	4.78703
1400387	6.47314
1981510	2.75968
78344	2.14471
414778	3.3114
1938334	3.49941
421525	2.76418
432329	4.51371
2576356	5.04024
2283483	2.29229
36854	4.14092
43657	6.06051
37734	3.5592
754397	3.37186
2576891	4.73045
1935204	1.88344
1917441	2.09054
75385	3.84468
1796646	3.30646
152480	7.48212
93929	1.82351
2068654	2.81996
1821960	4.26224
676210	6.21891
2598579	9.3781
858422	8.04877
321332	3.046682
820	4.90654
28172	3.75208
1476577	0.705138
1756993	5.59933
1827305	4.37199
2599401	8.14648
104087	6.52449
2001	10.2691
634113	0.836724
139438	2.99755
759620	1.37268
366602	4.83506
1415568	4.12641
2594462	8.19266
415229	3.41348
2071627	8.20332
402384	4.1427
2201999	6.93169
269660	6.07341
1505596	0.749321
2572087	0.873056
1534743	5.61745
2041044	4.17178
1891675	4.3163
76853	4.08183
1940319	2.04531
2545799	2.65272
1295392	5.90941
437897	2.34197
1307763	2.94972
67827	5.06481
1027273	5.51628
28087	4.10915
947516	3.72946
141451	6.37928
244566	6.07949
985	2.90124
1188228	3.04928
1084	3.87629
1157947	1.7499
351679	4.93488
1528099	1.86878
1750	3.40512
69666	4.57726
1348114	4.81599
28080	1.6568
1677857	3.60455
1052	2.81297
584609	4.61488
870903	5.09523
170573	2.47232
2052956	6.21891
1179675	7.63734
360911	2.9343
366522	2.69832
2010829	2.87497
2704462	6.74331
1632864	5.10502
2020486	4.33959
1882747	4.89787
418701	2.34604
2603296	3.01142
1457141	1.04968
2220095	4.38546
2005456	7.03874
1295642	3.62238
702745	3.03735
1802984	0.837348
184064	1.40674
2709781	5.04024
1938607	4.02999
2268461	3.49941
2049589	6.21891
1798217	4.04985
1967666	4.61477
162426	3.48929
418223	6.20375
2058657	3.52973
1920667	5.63949
1490057	2.89878
70255	2.68509
1683	2.01509
45056	2.36766
76594	4.58707
1264	3.70708
1215031	3.02635
2079793	3.71653
2583375	4.49273
1014	2.27637
712633	2.04531
1758178	4.18237
1688404	6.51244
42253	4.58948
33994	0.884232
1526571	4.32738
1798221	4.04985
2184083	3.05932
1628753	5.04024
2593958	3.49763
455432	8.3977
82987	3.53905
671990	5.30839
1986146	2.77442
1178778	4.60431
2487150	6.19113
2148	1.48985
352858	5.04024
97477	2.1607
406548	10.5263
161895	2.76133
885040	5.01213
2590775	4.47311
2478464	4.45084
1823	7.61181
2496847	2.73732
47951	5.00194
1149952	3.30727
13690	5.45963
674079	3.35261
1974213	2.40914
1936080	3.13438
119	6.0066
159346	3.55511
205844	5.34497
362837	1.17958
322535	6.21891
39488	3.42094
337	6.68041
56812	4.79663
43990	2.37344
1148509	6.01343
86664	3.94966
1538553	5.1721
1416803	4.58737
58138	4.54562
2562451	2.25816
220622	2.59842
2594455	8.19266
2594457	8.19266
2664893	5.5676
661191	2.577
2601575	0.628024
2094025	3.18227
138072	2.1224
59310	2.16374
2070539	3.30137
1935	8.48997
1800	5.98381
1288	2.83592
1842535	4.09586
57704	4.90024
187304	6.43658
1138822	2.03379
1136941	4.42873
1971485	0.200316
2706887	3.49548
118323	7.80427
338565	4.06786
1660083	2.60531
280236	6.09194
2162713	3.46421
1338689	6.21891
471827	2.28099
129817	5.99302
60478	4.30614
106592	7.20927
157691	2.15289
314722	3.41775
573570	2.23738
2093698	4.80886
225194	4.61515
1433513	1.97248
47857	7.20323
1745854	4.77827
1848517	4.80886
1223514	2.62174
299146	6.61206
1741	1.51625
2650775	9.06353
1690221	7.04655
314281	4.96752
279113	5.59964
1078471	3.4548
185642	5.92233
1379909	4.7461
47763	8.68443
2175091	3.98355
1870985	3.37791
1586287	9.99787
2419773	2.75841
2654326	5.25878
1348774	3.80058
1839799	2.04531
2664291	4.80936
85643	3.81743
1891279	4.70172
2083053	6.21891
1945657	2.65272
2592625	3.30727
2518989	3.06751
83557	1.18136
46867	2.8837
1236179	6.28846
2706126	6.21891
1752063	7.03874
1774	5.1012
2005460	5.00252
2507538	3.06749
1182571	3.53144
119858	4.70017
1208324	4.89276
2614693	3.15928
2603598	3.49941
1921510	3.78798
222136	1.83523
168697	5.73119
1904944	4.37199
1444770	2.77877
74313	3.31227
1704499	5.05641
1798223	4.04985
104955	1.73358
488731	7.66836
164516	0.620771
1293412	2.19341
244787	1.67644
2605945	4.27977
191292	6.43805
128944	1.80593
2479767	3.39914
2069432	4.11654
2014541	3.86986
617123	2.81044
1514074	4.49273
2528012	6.94728
85404	2.20445
877500	3.01692
94132	5.15403
2704463	7.52433
2654238	6.21891
2134	1.27739
1432792	6.08892
86304	5.05753
1614	1.37691
52133	3.475
1234841	5.30134
1903694	2.9029
1231	3.23431
2487072	3.32199
279828	2.69532
2202148	6.77631
41977	5.00324
1547283	4.57652
483	1.8745
2590869	6.31437
1848255	1.35395
1680158	4.92504
1978339	4.79045
1938604	3.96224
197614	2.15982
135719	4.65884
74829	4.36512
34105	1.65766
2066051	5.66633
1644131	6.28846
113267	1.46943
2675218	2.47337
497724	1.78254
161398	4.72349
2163016	4.97257
1827144	2.11117
1096	2.54602
1685010	4.87165
120577	3.33716
2699181	0.873056
1118963	4.33959
106648	4.73166
1173270	6.21891
247	3.71441
290053	3.99891
215689	4.69984
116090	2.46193
2656914	11.2732
29442	6.74839
68909	3.13338
2689569	4.42089
126740	1.7499
624186	0.640935
985762	2.45265
277	3.02929
1537400	4.35989
1192162	3.84375
299767	4.90961
2072413	4.37199
114	9.01591
1125847	4.57742
2004650	3.73729
212	1.52743
1906741	3.59373
2058136	3.63664
2072025	4.63656
40834	1.64095
311230	9.99414
1724	2.33813
2698682	2.59282
2066	8.67211
535712	1.42451
33070	2.65974
1930071	4.7812
628	4.38638
2093742	4.52194
265668	4.77245
2070463	4.63656
1971364	3.86986
2026785	1.47869
291048	1.67476
55518	4.15574
2591635	1.44934
33905	2.29164
234827	1.18373
1694	2.01678
2014	6.56438
370526	4.77576
112234	5.07933
1916956	2.11117
256618	2.07092
28446	3.09856
863	2.8778
195105	4.12536
2497863	6.28846
1536775	6.66212
334543	2.62452
69	6.11377
2026191	5.41373
1176482	2.94949
1549855	2.39638
55205	2.17616
28077	7.06062
1882682	9.63105
2234087	1.56156
2426	5.16224
39775	4.49344
45668	3.95765
1055487	2.60428
2100422	2.33641
94254	6.96779
831	4.66543
1048758	0.538249
68223	8.05645
32013	4.48085
370764	3.66867
296	5.0723
1534348	4.82826
2587869	4.12641
284016	4.37923
668	4.24291
31958	9.25388
2184053	10.2393
2220096	5.37498
1877	7.60305
2487892	2.47337
2211140	7.60073
2490853	5.91918
1019	2.99784
69966	2.19527
2005458	8.28895
2025876	4.81357
2600177	5.84775
718217	2.79432
70799	5.35144
37329	6.29842
37692	0.601943
1523415	4.02999
454155	3.78981
219745	0.846907
244596	4.46847
2083786	4.06794
65555	2.84483
2030797	2.39955
930	3.82593
649196	4.49025
43305	4.04838
2086577	4.22024
1879049	3.44947
102684	1.94994
2479367	5.08179
28112	3.30018
708186	1.91561
1850374	4.65899
1445505	6.47596
363835	3.03729
186931	4.21424
69665	4.83506
1188319	2.71723
312277	2.99309
28183	4.01448
640510	7.253494
2499213	5.04024
43306	6.880508
2183582	3.21495
1882832	5.51982
136094	1.50058
1038856	3.26182
29322	3.3583
450378	4.1889
1211326	7.9596
2419842	3.96035
1324350	3.05427
484429	4.56125
144	1.65309
49319	3.12431
1329	2.10661
313598	3.37186
1752398	6.05087
794903	7.41767
1077935	4.63725
69395	5.43376
405	2.67361
2590016	6.81219
80854	5.11365
67854	2.31448
29556	1.07484
169430	11.1866
2528019	5.21406
29543	4.24112
106649	4.84587
762954	3.30399
1834196	2.9284
1008	4.44772
47877	6.13854
1038928	7.73328
2558360	1.94553
101385	3.52067
2233999	5.86943
2592355	2.23506
103690	8.28895
1986952	6.18207
1565991	3.422674
343	4.59617
182337	5.14269
1495331	6.21891
28151	5.35371
118562	5.95712
148813	2.46906
2587844	3.86986
1583	2.26787
2420509	5.96218
1335746	2.88033
847	2.45227
1843368	4.56125
650377	0.219841
821	5.05011
2136	0.891575
670052	4.32837
1881017	6.21891
2057791	3.01142
68192	7.7624
1933908	2.57822
257438	3.44183
335406	4.00016
698828	3.58463
716816	4.47208
1888195	2.21352
189834	2.26319
1761453	4.69161
2057741	8.04877
67824	5.1411
215743	4.31162
266749	3.26128
1924285	1.07631
1637862	7.63734
795665	4.66646
133539	4.14526
631	4.92356
2217913	7.63734
658630	6.21891
2026780	3.72344
66425	7.36786
1805933	5.50038
28229	5.37318
2662261	3.64987
1903186	3.85295
43663	4.76994
2651974	4.66646
1168287	5.63949
1427364	1.71415
2055892	2.33641
1218177	8.19266
1250205	3.4369
1229727	5.16057
2583587	4.72361
79883	4.25253
69328	6.21891
43771	2.36922
603050	2.97375
2594473	2.22732
1481923	4.79933
443156	3.94216
2605946	4.26297
2528243	4.74483
2493669	6.63908
60961	5.87656
1884263	2.35188
56957	2.33114
1714848	5.96923
656179	5.73266
80849	1.08007
1933904	2.57822
1798193	2.87473
1197717	3.47948
52242	1.98443
169176	4.3248
651457	2.30213
2107999	1.96916
1118379	4.20594
2676309	5.20204
1357916	4.17531
665914	4.49763
2056494	1.45027
916	2.5326
2033438	5.30839
108980	3.48116
83683	1.60119
98228	5.04024
1286181	6.45121
28223	5.19791
2527975	7.61347
28898	1.84696
1921086	2.53761
2052837	2.82066
76936	1.83057
2520506	8.66409
1798205	4.86118
656366	4.39597
1906738	3.43616
1109743	8.19266
2009329	5.57618
1080223	2.59245
28107	4.45082
321662	6.0965
2492396	5.13383
664683	5.31544
225992	3.47488
687	4.7112
1856685	6.21891
33941	3.54433
309805	1.98397
511435	1.12092
46355	3.28586
1550728	4.12321
151895	4.42983
148447	8.63741
66871	9.44671
84030	3.51114
565	4.49528
2259623	2.03044
1912	10.1535
2588535	1.29251
28184	4.28363
556	4.73071
62140	4.09642
2488567	5.61071
295596	0.657101
1891186	3.37514
2587846	3.67729
1914461	6.72092
2592382	5.04024
2029983	5.27992
1633874	3.11693
651143	6.82794
914153	4.12353
409322	3.07747
408015	5.9614
1892	8.40269
271098	5.34488
626940	2.12195
2202828	5.56725
499229	2.76056
888845	16.0407
2601646	0.633143
1404244	3.57291
251701	6.26107
443143	3.51111
1280380	2.11117
2173853	2.38517
1790137	3.42706
1650654	4.0381
583357	2.30609
519081	4.5023
246432	2.79068
28251	2.37547
135577	2.83976
640512	7.63734
1834205	2.92311
1761891	4.49273
1353	3.42338
83656	8.01955
215578	0.866572
1930275	7.9487
2202000	8.19266
2547962	4.69984
90245	2.50142
137545	5.29295
984991	0.564395
208439	9.05386
311180	6.14213
1725411	8.19266
1715989	3.29512
2575374	4.33959
2058175	4.35368
101534	0.791654
152331	2.61508
73044	6.42624
1166950	7.73898
1476754	8.19266
365617	5.27057
477976	1.81915
35817	1.60682
1720083	1.61643
2026190	5.69545
676208	1.57973
450	4.15595
2203724	1.64326
2027857	4.25877
29347	3.62261
29501	1.1516
2603244	4.23883
142864	7.61059
1111069	2.26349
2528010	9.56523
2509675	11.3406
2072505	8.19266
29571	3.1102
1842540	3.67024
33936	3.83914
1761895	6.21891
67260	7.47316
66821	3.17863
308354	2.55529
1610576	3.86986
388413	4.78772
1529069	3.37186
2169583	6.21891
2547970	4.22219
2686304	9.73578
1573704	6.21891
1249553	4.06313
1703250	5.12288
362787	2.39768
332411	4.45692
1536771	6.66212
452	3.33303
756828	5.04024
198252	1.03102
2004467	2.98555
2478552	3.85729
2479547	4.86697
1550579	6.32663
44010	6.21888
2684658	2.04531
278153	6.63908
1903704	5.24977
2057	3.95836
146474	2.90837
1637841	7.63734
1973475	8.28895
2338327	2.78624
528244	7.62349
252966	3.13597
69223	4.63187
1871021	3.50075
2483799	3.45706
1936003	4.25097
2509456	4.22882
197222	5.05576
1926494	8.28514
45398	8.96341
1303	1.98432
28119	3.31
547146	1.53431
758	2.33963
181487	2.22272
1278212	2.63053
2662362	2.84607
1794699	1.77479
2051553	7.74514
1881016	6.40895
28197	2.26698
47834	1.51456
2115978	1.47241
2528008	4.95474
328515	3.84583
511062	3.52724
160386	3.04004
195250	2.11117
79604	2.40765
1562970	2.7159
453230	3.65573
53407	7.67387
186189	3.83138
1749	3.03248
2185111	4.56125
2171623	3.91522
75697	3.94787
292800	4.38364
1742359	4.91607
208223	4.80853
159	3.04801
309806	1.16688
643674	2.72815
2493108	3.27883
1411902	3.9568
2053832	5.04024
1987723	4.67467
379347	4.78826
2005046	4.37199
180282	6.63923
712310	1.91998
1874317	4.12101
1208308	5.24585
540747	6.08148
1868135	4.80886
29486	3.75767
65553	2.30635
648999	6.93169
1573718	6.21891
2692233	8.19266
1702325	5.20705
1543721	3.86253
28118	4.53859
1178515	5.0126
709883	7.09603
1501268	1.07631
2296	5.65778
1262452	8.19266
1779382	4.65322
1960083	2.26517
2316383	3.39841
1499686	3.67376
234831	4.49273
367477	3.49941
2015795	5.61071
1574141	5.04024
55148	2.88684
1615674	6.36536
37372	2.46162
549298	2.248
443144	3.51111
1834519	6.40803
936476	3.89994
1866325	4.17531
1788301	5.14979
67345	7.64759
2027290	4.68009
2033869	3.66933
94122	4.80881
2111	0.813331
1905288	5.61071
914150	2.49524
1274	3.08811
945844	6.0414
1936029	5.63949
1298881	2.71514
2184519	4.66646
37927	4.43291
119206	2.10132
104623	5.30839
1898207	1.9661
1166130	4.80886
2587845	6.21891
266009	2.9948
1348	2.08432
1335757	1.92663
67258	7.64163
2579971	5.46858
83455	10.3506
2699180	0.856991
980427	3.50595
46127	2.39577
1916917	3.49941
38302	2.34816
1702250	6.21891
51515	3.76654
1871022	2.00931
374606	5.42181
75906	1.59021
562959	7.4248
487316	3.47098
1981174	6.21891
1017	2.75289
1660076	1.65792
2079596	3.44947
1252	1.77127
2528029	7.9839
84531	5.64625
162496	3.30913
2583243	6.93169
2014076	5.04024
2664374	3.71545
1740162	7.63734
1806506	4.233615
57480	4.08326
37928	4.75955
1583341	6.34526
271865	5.34896
1727163	3.88261
2593973	3.53941
1184387	2.34428
43770	2.8414
1177574	3.9289
48935	4.23331
49118	1.52978
1032623	2.00831
1643	2.84208
363852	5.37336
2681986	0.788522
630515	6.73301
2103230	3.49941
86170	2.35234
1761789	3.86986
2059884	8.19266
122355	5.2916
2697371	5.61071
38289	2.41465
2676077	4.56125
463024	5.11487
470076	6.21082
2057800	3.92356
60550	7.9645
1622	2.36052
2502779	4.80451
1500960	1.65792
260554	4.13265
1105106	1.28774
2592351	2.23506
1050174	2.69207
1288970	4.05237
1791	6.03558
1250153	4.5058
2044912	2.69185
65093	4.17917
1420916	3.9759
31998	6.89911
2109691	4.07867
51173	3.0093
34029	4.9094
410330	1.022154
2054173	1.7248
329	5.49087
123841	1.62384
649841	3.1559
1515612	5.20217
2490633	1.87739
2583377	5.61947
2041046	4.340758
371142	4.73236
2058137	3.37186
661481	5.07962
1842534	6.62658
1495638	8.19266
1849491	1.77099
743009	3.04088
53376	5.02485
850	2.65746
57320	4.21791
496057	5.77315
546871	4.71761
45065	2.6464
528191	6.71152
1758196	5.30839
2585119	2.96238
1871034	2.01932
49338	5.32203
370405	3.16247
48	12.4337
692370	3.00949
56460	5.30352
1176587	5.62773
96773	3.754
2126321	5.03094
38300	8.13338
319706	5.81237
1241981	5.59373
133448	4.97589
1755504	6.21891
2578106	5.252
2609253	3.61332
84163	1.6178
1712516	7.21196
29394	1.92063
1300914	4.57503
84135	1.79661
651	4.71563
120962	5.23573
216946	1.26137
1250539	5.23672
2202249	11.3422
2530393	3.69117
1608628	3.96994
1634516	3.12074
2080759	5.04024
1534	4.0238
1849032	4.33959
375175	2.78291
2007306	2.05409
2377	5.31601
1244531	1.75464
1120045	7.07776
88688	4.65562
1984801	8.19266
2049332	4.72642
92401	0.661755
339862	5.66098
887061	2.42488
29382	2.66128
1296669	4.25631
2699395	4.79345
1408204	1.14857
143813	6.21891
353852	0.805093
2094242	5.24268
169402	1.80163
2026189	5.89489
84595	5.97961
263819	4.37467
1856406	5.04024
1349	1.9255
2448811	5.04024
471189	3.43441
1536772	6.66212
84022	4.18288
1144748	2.49614
2588449	4.64854
